TIPO;COD_SAP_MATERIAL;MATERIAL;NOME_COMERCIAL;SALDO;FABRICANTE;STATUS_PORTFOLIO;CHIP_COMPATIVEL;TECNOLOGIA;CD;PREVISAO_W1;PREVISAO_W2;PREVISAO_W3;PREVISAO_W4;PREVISAO_W5;VALORATE10X;VALORATE24X;SEGMENTO;TIPO_MATERIAL
;DGAP27543000;APPLE IPHONE 17 PRO 512GB PR;SmartPhone Apple iPhone 17 Pro 512GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;;;;11390;13200;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27543000;APPLE IPHONE 17 PRO 512GB PR;SmartPhone Apple iPhone 17 Pro 512GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;;;;11390;13200;PREÇO UNIFICADO;Aparelho
;DGAP279U3000;APPLE IPHONE 17 PRO MAX 1TB LJ;SmartPhone Apple iPhone 17 Pro Max 1TB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;90;;;13290;15432;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP279U3000;APPLE IPHONE 17 PRO MAX 1TB LJ;SmartPhone Apple iPhone 17 Pro Max 1TB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;90;;;13290;15432;PREÇO UNIFICADO;Aparelho
;DGAP279U3000;APPLE IPHONE 17 PRO MAX 1TB LJ;SmartPhone Apple iPhone 17 Pro Max 1TB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;80;;;13290;15432;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP279U3000;APPLE IPHONE 17 PRO MAX 1TB LJ;SmartPhone Apple iPhone 17 Pro Max 1TB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;80;;;13290;15432;PREÇO UNIFICADO;Aparelho
;DGAP27943000;APPLE IPHONE 17 PRO MAX 1TB PR;SmartPhone Apple iPhone 17 Pro Max 1TB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;240;;;13290;15432;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27943000;APPLE IPHONE 17 PRO MAX 1TB PR;SmartPhone Apple iPhone 17 Pro Max 1TB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;240;;;13290;15432;PREÇO UNIFICADO;Aparelho
;DGAP27943000;APPLE IPHONE 17 PRO MAX 1TB PR;SmartPhone Apple iPhone 17 Pro Max 1TB - 5G;1;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;210;;;13290;15432;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27943000;APPLE IPHONE 17 PRO MAX 1TB PR;SmartPhone Apple iPhone 17 Pro Max 1TB - 5G;1;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;210;;;13290;15432;PREÇO UNIFICADO;Aparelho
;DGAP277B3000;APPLE IPHONE 17 PRO MAX 256GB AZM;SmartPhone Apple iPhone 17 Pro Max 256GB - 5G;-3;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;140;;;10990;12768;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP277B3000;APPLE IPHONE 17 PRO MAX 256GB AZM;SmartPhone Apple iPhone 17 Pro Max 256GB - 5G;-3;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;140;;;10990;12768;PREÇO UNIFICADO;Aparelho
;DGAP277U3000;APPLE IPHONE 17 PRO MAX 256GB LJ;SmartPhone Apple iPhone 17 Pro Max 256GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;70;;;10990;12768;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP277U3000;APPLE IPHONE 17 PRO MAX 256GB LJ;SmartPhone Apple iPhone 17 Pro Max 256GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;70;;;10990;12768;PREÇO UNIFICADO;Aparelho
;DGAP277U3000;APPLE IPHONE 17 PRO MAX 256GB LJ;SmartPhone Apple iPhone 17 Pro Max 256GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;60;;;10990;12768;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP277U3000;APPLE IPHONE 17 PRO MAX 256GB LJ;SmartPhone Apple iPhone 17 Pro Max 256GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;60;;;10990;12768;PREÇO UNIFICADO;Aparelho
;DGAP27743000;APPLE IPHONE 17 PRO MAX 256GB PR;SmartPhone Apple iPhone 17 Pro Max 256GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;630;;;10990;12768;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27743000;APPLE IPHONE 17 PRO MAX 256GB PR;SmartPhone Apple iPhone 17 Pro Max 256GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;630;;;10990;12768;PREÇO UNIFICADO;Aparelho
;DGAP27743000;APPLE IPHONE 17 PRO MAX 256GB PR;SmartPhone Apple iPhone 17 Pro Max 256GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;560;;;10990;12768;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27743000;APPLE IPHONE 17 PRO MAX 256GB PR;SmartPhone Apple iPhone 17 Pro Max 256GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;560;;;10990;12768;PREÇO UNIFICADO;Aparelho
;DGAP280B3000;APPLE IPHONE 17 PRO MAX 2TB AZM;SmartPhone Apple iPhone 17 Pro Max 2TB - 5G;0;Apple;Sob Demanda;Nano Sim;5G;DFW1;;;30;;;16020;18576;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP280B3000;APPLE IPHONE 17 PRO MAX 2TB AZM;SmartPhone Apple iPhone 17 Pro Max 2TB - 5G;0;Apple;Sob Demanda;Nano Sim;5G;DFW1;;;30;;;16020;18576;PREÇO UNIFICADO;Aparelho
;DGAP280U3000;APPLE IPHONE 17 PRO MAX 2TB LJ;SmartPhone Apple iPhone 17 Pro Max 2TB - 5G;2;Apple;Sob Demanda;Nano Sim;5G;DFW1;;;30;;;16020;18576;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP280U3000;APPLE IPHONE 17 PRO MAX 2TB LJ;SmartPhone Apple iPhone 17 Pro Max 2TB - 5G;2;Apple;Sob Demanda;Nano Sim;5G;DFW1;;;30;;;16020;18576;PREÇO UNIFICADO;Aparelho
;DGAP280U3000;APPLE IPHONE 17 PRO MAX 2TB LJ;SmartPhone Apple iPhone 17 Pro Max 2TB - 5G;2;Apple;Sob Demanda;Nano Sim;5G;SPW1;;;20;;;16020;18576;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP280U3000;APPLE IPHONE 17 PRO MAX 2TB LJ;SmartPhone Apple iPhone 17 Pro Max 2TB - 5G;2;Apple;Sob Demanda;Nano Sim;5G;SPW1;;;20;;;16020;18576;PREÇO UNIFICADO;Aparelho
;DGAP28043000;APPLE IPHONE 17 PRO MAX 2TB PR;SmartPhone Apple iPhone 17 Pro Max 2TB - 5G;1;Apple;Sob Demanda;Nano Sim;5G;DFW1;;;20;;;16020;18576;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP28043000;APPLE IPHONE 17 PRO MAX 2TB PR;SmartPhone Apple iPhone 17 Pro Max 2TB - 5G;1;Apple;Sob Demanda;Nano Sim;5G;DFW1;;;20;;;16020;18576;PREÇO UNIFICADO;Aparelho
;DGAP28043000;APPLE IPHONE 17 PRO MAX 2TB PR;SmartPhone Apple iPhone 17 Pro Max 2TB - 5G;1;Apple;Sob Demanda;Nano Sim;5G;SPW1;;;20;;;16020;18576;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP28043000;APPLE IPHONE 17 PRO MAX 2TB PR;SmartPhone Apple iPhone 17 Pro Max 2TB - 5G;1;Apple;Sob Demanda;Nano Sim;5G;SPW1;;;20;;;16020;18576;PREÇO UNIFICADO;Aparelho
;DGAP278B3000;APPLE IPHONE 17 PRO MAX 512GB AZM;SmartPhone Apple iPhone 17 Pro Max 512GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;220;;;12290;14256;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP278B3000;APPLE IPHONE 17 PRO MAX 512GB AZM;SmartPhone Apple iPhone 17 Pro Max 512GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;220;;;12290;14256;PREÇO UNIFICADO;Aparelho
;DGAP278B3000;APPLE IPHONE 17 PRO MAX 512GB AZM;SmartPhone Apple iPhone 17 Pro Max 512GB - 5G;4;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;200;;;12290;14256;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP278B3000;APPLE IPHONE 17 PRO MAX 512GB AZM;SmartPhone Apple iPhone 17 Pro Max 512GB - 5G;4;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;200;;;12290;14256;PREÇO UNIFICADO;Aparelho
;DGAP278U3000;APPLE IPHONE 17 PRO MAX 512GB LJ;SmartPhone Apple iPhone 17 Pro Max 512GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;110;;;12290;14256;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP278U3000;APPLE IPHONE 17 PRO MAX 512GB LJ;SmartPhone Apple iPhone 17 Pro Max 512GB - 5G;0;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;110;;;12290;14256;PREÇO UNIFICADO;Aparelho
;DGAP278U3000;APPLE IPHONE 17 PRO MAX 512GB LJ;SmartPhone Apple iPhone 17 Pro Max 512GB - 5G;-3;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;90;;;12290;14256;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP278U3000;APPLE IPHONE 17 PRO MAX 512GB LJ;SmartPhone Apple iPhone 17 Pro Max 512GB - 5G;-3;Apple;Portfólio Vigente;Nano Sim;5G;SPW1;;;90;;;12290;14256;PREÇO UNIFICADO;Aparelho
;DGAP27843000;APPLE IPHONE 17 PRO MAX 512GB PR;SmartPhone Apple iPhone 17 Pro Max 512GB - 5G;-2;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;300;;;12290;14256;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27843000;APPLE IPHONE 17 PRO MAX 512GB PR;SmartPhone Apple iPhone 17 Pro Max 512GB - 5G;-2;Apple;Portfólio Vigente;Nano Sim;5G;DFW1;;;300;;;12290;14256;PREÇO UNIFICADO;Aparelho
;DGAP27313000;APPLE IPHONE AIR 1TB AZ;SmartPhone Apple iPhone Air 1TB - 5G;1;Apple;Sob Demanda;Esim;5G;DFW1;;;;;;11000;12768;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27313000;APPLE IPHONE AIR 1TB AZ;SmartPhone Apple iPhone Air 1TB - 5G;1;Apple;Sob Demanda;Esim;5G;DFW1;;;;;;11000;12768;PREÇO UNIFICADO;Aparelho
;DGAP27323000;APPLE IPHONE AIR 1TB BR;SmartPhone Apple iPhone Air 1TB - 5G;7;Apple;Sob Demanda;Esim;5G;DFW1;;;;;;11000;12768;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27323000;APPLE IPHONE AIR 1TB BR;SmartPhone Apple iPhone Air 1TB - 5G;7;Apple;Sob Demanda;Esim;5G;DFW1;;;;;;11000;12768;PREÇO UNIFICADO;Aparelho
;DGAP27323000;APPLE IPHONE AIR 1TB BR;SmartPhone Apple iPhone Air 1TB - 5G;12;Apple;Sob Demanda;Esim;5G;SPW1;;;;;;11000;12768;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27323000;APPLE IPHONE AIR 1TB BR;SmartPhone Apple iPhone Air 1TB - 5G;12;Apple;Sob Demanda;Esim;5G;SPW1;;;;;;11000;12768;PREÇO UNIFICADO;Aparelho
;DGAP27363000;APPLE IPHONE AIR 1TB PT;SmartPhone Apple iPhone Air 1TB - 5G;3;Apple;Sob Demanda;Esim;5G;DFW1;;;;;;11000;12768;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27363000;APPLE IPHONE AIR 1TB PT;SmartPhone Apple iPhone Air 1TB - 5G;3;Apple;Sob Demanda;Esim;5G;DFW1;;;;;;11000;12768;PREÇO UNIFICADO;Aparelho
;DGAP27363000;APPLE IPHONE AIR 1TB PT;SmartPhone Apple iPhone Air 1TB - 5G;1;Apple;Sob Demanda;Esim;5G;SPW1;;;;;;11000;12768;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27363000;APPLE IPHONE AIR 1TB PT;SmartPhone Apple iPhone Air 1TB - 5G;1;Apple;Sob Demanda;Esim;5G;SPW1;;;;;;11000;12768;PREÇO UNIFICADO;Aparelho
;DGAP27113000;APPLE IPHONE AIR 256GB AZ;SmartPhone Apple iPhone Air 256GB - 5G;33;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27113000;APPLE IPHONE AIR 256GB AZ;SmartPhone Apple iPhone Air 256GB - 5G;33;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
;DGAP27113000;APPLE IPHONE AIR 256GB AZ;SmartPhone Apple iPhone Air 256GB - 5G;49;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27113000;APPLE IPHONE AIR 256GB AZ;SmartPhone Apple iPhone Air 256GB - 5G;49;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
;DGAP27123000;APPLE IPHONE AIR 256GB BR;SmartPhone Apple iPhone Air 256GB - 5G;4;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27123000;APPLE IPHONE AIR 256GB BR;SmartPhone Apple iPhone Air 256GB - 5G;4;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
;DGAP27123000;APPLE IPHONE AIR 256GB BR;SmartPhone Apple iPhone Air 256GB - 5G;5;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27123000;APPLE IPHONE AIR 256GB BR;SmartPhone Apple iPhone Air 256GB - 5G;5;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
;DGAP27133000;APPLE IPHONE AIR 256GB DR;SmartPhone Apple iPhone Air 256GB - 5G;4;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27133000;APPLE IPHONE AIR 256GB DR;SmartPhone Apple iPhone Air 256GB - 5G;4;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
;DGAP27133000;APPLE IPHONE AIR 256GB DR;SmartPhone Apple iPhone Air 256GB - 5G;8;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27133000;APPLE IPHONE AIR 256GB DR;SmartPhone Apple iPhone Air 256GB - 5G;8;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
;DGAP27163000;APPLE IPHONE AIR 256GB PT;SmartPhone Apple iPhone Air 256GB - 5G;68;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27163000;APPLE IPHONE AIR 256GB PT;SmartPhone Apple iPhone Air 256GB - 5G;68;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
;DGAP27163000;APPLE IPHONE AIR 256GB PT;SmartPhone Apple iPhone Air 256GB - 5G;5;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27163000;APPLE IPHONE AIR 256GB PT;SmartPhone Apple iPhone Air 256GB - 5G;5;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;8580;9960;PREÇO UNIFICADO;Aparelho
;DGAP27213000;APPLE IPHONE AIR 512GB AZ;SmartPhone Apple iPhone Air 512GB - 5G;1;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27213000;APPLE IPHONE AIR 512GB AZ;SmartPhone Apple iPhone Air 512GB - 5G;1;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
;DGAP27213000;APPLE IPHONE AIR 512GB AZ;SmartPhone Apple iPhone Air 512GB - 5G;5;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27213000;APPLE IPHONE AIR 512GB AZ;SmartPhone Apple iPhone Air 512GB - 5G;5;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
;DGAP27223000;APPLE IPHONE AIR 512GB BR;SmartPhone Apple iPhone Air 512GB - 5G;25;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27223000;APPLE IPHONE AIR 512GB BR;SmartPhone Apple iPhone Air 512GB - 5G;25;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
;DGAP27223000;APPLE IPHONE AIR 512GB BR;SmartPhone Apple iPhone Air 512GB - 5G;39;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27223000;APPLE IPHONE AIR 512GB BR;SmartPhone Apple iPhone Air 512GB - 5G;39;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
;DGAP27233000;APPLE IPHONE AIR 512GB DR;SmartPhone Apple iPhone Air 512GB - 5G;28;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27233000;APPLE IPHONE AIR 512GB DR;SmartPhone Apple iPhone Air 512GB - 5G;28;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
;DGAP27233000;APPLE IPHONE AIR 512GB DR;SmartPhone Apple iPhone Air 512GB - 5G;11;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27233000;APPLE IPHONE AIR 512GB DR;SmartPhone Apple iPhone Air 512GB - 5G;11;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
;DGAP27263000;APPLE IPHONE AIR 512GB PT;SmartPhone Apple iPhone Air 512GB - 5G;5;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27263000;APPLE IPHONE AIR 512GB PT;SmartPhone Apple iPhone Air 512GB - 5G;5;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
;DGAP27263000;APPLE IPHONE AIR 512GB PT;SmartPhone Apple iPhone Air 512GB - 5G;12;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
Smartphone;DGAP27263000;APPLE IPHONE AIR 512GB PT;SmartPhone Apple iPhone Air 512GB - 5G;12;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;9800;11376;PREÇO UNIFICADO;Aparelho
;DGAP28263000;APPLE WATCH SERIES11 GPS+CEL 42MM PT;Apple Watch Series 11 GPS+Cel 42mm - 5G;3;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;5700;6624;PREÇO UNIFICADO;Aparelho
Relógio;DGAP28263000;APPLE WATCH SERIES11 GPS+CEL 42MM PT;Apple Watch Series 11 GPS+Cel 42mm - 5G;3;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;5700;6624;PREÇO UNIFICADO;Aparelho
;DGAP28263000;APPLE WATCH SERIES11 GPS+CEL 42MM PT;Apple Watch Series 11 GPS+Cel 42mm - 5G;14;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;5700;6624;PREÇO UNIFICADO;Aparelho
Relógio;DGAP28263000;APPLE WATCH SERIES11 GPS+CEL 42MM PT;Apple Watch Series 11 GPS+Cel 42mm - 5G;14;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;5700;6624;PREÇO UNIFICADO;Aparelho
;DGAP28363000;APPLE WATCH SERIES11 GPS+CEL 46MM PT;Apple Watch Series 11 GPS+Cel 46mm - 5G;39;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;6090;7080;PREÇO UNIFICADO;Aparelho
Relógio;DGAP28363000;APPLE WATCH SERIES11 GPS+CEL 46MM PT;Apple Watch Series 11 GPS+Cel 46mm - 5G;39;Apple;Portfólio Vigente;Esim;5G;DFW1;;;;;;6090;7080;PREÇO UNIFICADO;Aparelho
;DGAP28363000;APPLE WATCH SERIES11 GPS+CEL 46MM PT;Apple Watch Series 11 GPS+Cel 46mm - 5G;26;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;6090;7080;PREÇO UNIFICADO;Aparelho
Relógio;DGAP28363000;APPLE WATCH SERIES11 GPS+CEL 46MM PT;Apple Watch Series 11 GPS+Cel 46mm - 5G;26;Apple;Portfólio Vigente;Esim;5G;SPW1;;;;;;6090;7080;PREÇO UNIFICADO;Aparelho
;RGHU06623000;HUAWEI ROTEADOR 5G CPE 5S BR;Roteador FWA 5G LTE (H153-381);3607;Huawei;Portfólio Vigente;Micro Sim;5G;DFW1;;;;;;980;1128;PREÇO UNIFICADO;Aparelho
Modem;RGHU06623000;HUAWEI ROTEADOR 5G CPE 5S BR;Roteador FWA 5G LTE (H153-381);3607;Huawei;Portfólio Vigente;Micro Sim;5G;DFW1;;;;;;980;1128;PREÇO UNIFICADO;Aparelho
;RGHU06623000;HUAWEI ROTEADOR 5G CPE 5S BR;Roteador FWA 5G LTE (H153-381);3358;Huawei;Portfólio Vigente;Micro Sim;5G;SPW1;;;;;;980;1128;PREÇO UNIFICADO;Aparelho
Modem;RGHU06623000;HUAWEI ROTEADOR 5G CPE 5S BR;Roteador FWA 5G LTE (H153-381);3358;Huawei;Portfólio Vigente;Micro Sim;5G;SPW1;;;;;;980;1128;PREÇO UNIFICADO;Aparelho
;TGMO48952000;MOTOROLA XT2433-1 SMARTPHONE 128GB FB GF;SmartPhone Motorola XT2433 (Moto G35 128GB For Business) - 5G;0;Motorola;Portfólio Vigente;Nano Sim;5G;DFW1;;;;;;1060;1224;PREÇO UNIFICADO;Aparelho
Smartphone;TGMO48952000;MOTOROLA XT2433-1 SMARTPHONE 128GB FB GF;SmartPhone Motorola XT2433 (Moto G35 128GB For Business) - 5G;0;Motorola;Portfólio Vigente;Nano Sim;5G;DFW1;;;;;;1060;1224;PREÇO UNIFICADO;Aparelho
;TGMO48952000;MOTOROLA XT2433-1 SMARTPHONE 128GB FB GF;SmartPhone Motorola XT2433 (Moto G35 128GB For Business) - 5G;905;Motorola;Portfólio Vigente;Nano Sim;5G;SPW1;;;;;;1060;1224;PREÇO UNIFICADO;Aparelho
Smartphone;TGMO48952000;MOTOROLA XT2433-1 SMARTPHONE 128GB FB GF;SmartPhone Motorola XT2433 (Moto G35 128GB For Business) - 5G;905;Motorola;Portfólio Vigente;Nano Sim;5G;SPW1;;;;;;1060;1224;PREÇO UNIFICADO;Aparelho
;TGMO47952000;MOTOROLA XT2433-1 SMARTPHONE 128GB GF;SmartPhone Motorola XT2433  (Motorola G35 128GB 5G) - 5G;418;Motorola;Portfólio Vigente;Nano Sim;5G;DFW1;;;;;;990;1152;PREÇO UNIFICADO;Aparelho
Smartphone;TGMO47952000;MOTOROLA XT2433-1 SMARTPHONE 128GB GF;SmartPhone Motorola XT2433  (Motorola G35 128GB 5G) - 5G;418;Motorola;Portfólio Vigente;Nano Sim;5G;DFW1;;;;;;990;1152;PREÇO UNIFICADO;Aparelho
;TGMO47952000;MOTOROLA XT2433-1 SMARTPHONE 128GB GF;SmartPhone Motorola XT2433  (Motorola G35 128GB 5G) - 5G;972;Motorola;Portfólio Vigente;Nano Sim;5G;SPW1;;;;;;990;1152;PREÇO UNIFICADO;Aparelho
Smartphone;TGMO47952000;MOTOROLA XT2433-1 SMARTPHONE 128GB GF;SmartPhone Motorola XT2433  (Motorola G35 128GB 5G) - 5G;972;Motorola;Portfólio Vigente;Nano Sim;5G;SPW1;;;;;;990;1152;PREÇO UNIFICADO;Aparelho
;TGMO479G2000;MOTOROLA XT2433-1 SMARTPHONE 128GB VD;SmartPhone Motorola XT2433  (Motorola G35 128GB 5G) - 5G;2;Motorola;Portfólio Vigente;Nano Sim;5G;DFW1;;;;;;990;1152;PREÇO UNIFICADO;Aparelho
Smartphone;TGMO479G2000;MOTOROLA XT2433-1 SMARTPHONE 128GB VD;SmartPhone Motorola XT2433  (Motorola G35 128GB 5G) - 5G;2;Motorola;Portfólio Vigente;Nano Sim;5G;DFW1;;;;;;990;1152;PREÇO UNIFICADO;Aparelho
;TGMO479G2000;MOTOROLA XT2433-1 SMARTPHONE 128GB VD;SmartPhone Motorola XT2433  (Motorola G35 128GB 5G) - 5G;306;Motorola;Portfólio Vigente;Nano Sim;5G;SPW1;;;;;;990;1152;PREÇO UNIFICADO;Aparelho
Smartphone;TGMO479G2000;MOTOROLA XT2433-1 SMARTPHONE 128GB VD;SmartPhone Motorola XT2433  (Motorola G35 128GB 5G) - 5G;306;Motorola;Portfólio Vigente;Nano Sim;5G;SPW1;;;;;;990;1152;PREÇO UNIFICADO;Aparelho
;TGMO491C2000;MOTOROLA XT2503-1 SMARTPHONE 256GB CZ;SmartPhone Motorola  XT2503 (Motorola Edge 60 Fusion 256GB) - 5G;0;Motorola;Portfólio Vigente;Nano Sim;5G;DFW1;;;;;;2000;2328;PREÇO UNIFICADO;Aparelho
Smartphone;TGMO491C2000;MOTOROLA XT2503-1 SMARTPHONE 256GB CZ;SmartPhone Motorola  XT2503 (Motorola Edge 60 Fusion 256GB) - 5G;0;Motorola;Portfólio Vigente;Nano Sim;5G;DFW1;;;;;;2000;2328;PREÇO UNIFICADO;Aparelho
;TGMO491C2000;MOTOROLA XT2503-1 SMARTPHONE 256GB CZ;SmartPhone Motorola  XT2503 (Motorola Edge 60 Fusion 256GB) - 5G;150;Motorola;Portfólio Vigente;Nano Sim;5G;SPW1;;;;;;2000;2328;PREÇO UNIFICADO;Aparelho
Smartphone;TGMO491C2000;MOTOROLA XT2503-1 SMARTPHONE 256GB CZ;SmartPhone Motorola  XT2503 (Motorola Edge 60 Fusion 256GB) - 5G;150;Motorola;Portfólio Vigente;Nano Sim;5G;SPW1;;;;;;2000;2328;PREÇO UNIFICADO;Aparelho
;TGMO491M2000;MOTOROLA XT2503-1 SMARTPHONE 256GB MR;SmartPhone Motorola  XT2503 (Motorola Edge 60 Fusion 256GB) - 5G;0;Motorola;Portfólio Vigente;Nano Sim;5G;DFW1;;;;;;2000;2328;PREÇO UNIFICADO;Aparelho
